#Dec 02, 2016  02:37:39 PM
#Residual Gas Analyzer Software 
#Software Version, 3.211.002
#
#Analog Scan Setup:
#
#Data Points in Scan, 641 
#Units, Torr 
#Noise Floor, 2 
#CEM Status, OFF 
#Points Per AMU, 10
#Scan Start Mass, 1, amu 
#Scan Stop Mass, 65, amu
#Focus Voltage, 90, Volts 
#Ion Energy, HIGH 
#Electron Energy, 70, eV 
#CEM Voltage, 1000, Volts
#CEM Gain, 1.00E+006 
#Sensitivity Factor, 9.16E-005 
#Filament Current, 1.00, mAmps


 50.10,   6.65E-009, 
 50.20,   1.34E-008, 
 50.30,   2.25E-008, 
 50.40,   3.37E-008, 
 50.50,   3.89E-008, 
 50.60,   3.79E-008, 
 50.70,   2.15E-008, 
 50.80,   1.06E-008, 
 50.90,   6.42E-009, 
 51.00,   4.99E-009, 
 51.10,   5.71E-009, 
 51.20,   1.11E-008, 
 51.30,   1.92E-008, 
 51.40,   2.97E-008, 
 51.50,   3.66E-008, 
 51.60,   3.86E-008, 
 51.70,   2.44E-008, 
 51.80,   1.19E-008, 
 51.90,   6.99E-009, 
 52.00,   5.00E-009, 
 52.10,   5.04E-009, 
 52.20,   9.28E-009, 
 52.30,   1.66E-008, 
 52.40,   2.60E-008, 
 52.50,   3.35E-008, 
 52.60,   3.63E-008, 
 52.70,   2.56E-008, 
 52.80,   1.27E-008, 
 52.90,   7.53E-009, 
 53.00,   6.06E-009, 
 53.10,   6.33E-009, 
 53.20,   1.19E-008, 
 53.30,   2.36E-008, 
 53.40,   3.87E-008, 
 53.50,   5.19E-008, 
 53.60,   5.54E-008, 
 53.70,   4.01E-008, 
 53.80,   1.81E-008, 
 53.90,   9.83E-009, 
 54.00,   7.35E-009, 
 54.10,   7.24E-009, 
 54.20,   1.30E-008, 
 54.30,   2.79E-008, 
 54.40,   4.73E-008, 
 54.50,   6.56E-008, 
 54.60,   7.12E-008, 
 54.70,   5.66E-008, 
 54.80,   2.43E-008, 
 54.90,   1.28E-008, 
 55.00,   1.01E-008, 
